Strain Name,Species,Review Count,Rating Value,Pain,Euphoric,Fatigue,Paranoid,Focused,Spasticity,Nausea,Tingly,Headache,Dry Mouth,Aroused,Happy,Muscle Spasms,Uplifted,Anxious,Energetic,Headaches,Depression,Giggly,Talkative,Dizzy,Insomnia,Inflammation,Stress,Relaxed,Seizures,Cramps,Sleepy,Hungry,Lack of Appetite,Dry Eyes,Creative,Eye Pressure,Orange,Violet,Mint,Peach,Chestnut,Rose,Coffee,Citrus,Lime,Plum,Sage,Pine,Pungent,Pear,Tar,Tree Fruit,Berry,Vanilla,Pepper,Chemical,Tea,Ammonia,Apple,Skunk,Pineapple,Grapefruit,Honey,Earthy,Cheese,Blue Cheese,Tropical,Grape,Lemon,Flowery,Strawberry,Butter,Tobacco,Spicy/Herbal,Woody,Blueberry,Sweet,Lavender,Nutty,Apricot,Diesel,Menthol,Mango
Pure OG,indica,55,4.2,95.17684887,40.84302326,0,25,0,0,77.49196141,58.43023256,12.5,100,0,70.05813953,0,0,0,0,0,0,0,0,20.83333333,96.78456592,0,100,100,0,0,46.65697674,0,67.84565916,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Khalifa Kush,hybrid,401,4.7,78.94545243,78.48351047,0,28.0119416,0,0,0,0,14.64583749,100,0,100,0,85.91646813,0,0,0,100,0,0,33.30459456,62.38605586,0,98.30940385,90.36340233,0,0,0,0,45.23618837,44.57898767,63.65189915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Moon Rocks,hybrid,73,4.7,100,0,0,89.35795954,49.12822376,0,7.303370787,46.422085,0,37.20316623,0,100,0,0,1.759014952,0,0,54.7752809,54.54050127,0,100,7.821953328,0,57.30337079,0,0,0,0,51.83436251,0,30.29903254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Blackberry,hybrid,401,4.2,84.18834472,88.15998187,0,0,0,0,97.60209272,0,0.971098266,100,0,94.32358939,0,59.77792885,3.676300578,0,0,80.70047958,0,0,4.878612717,100,0,79.97384101,100,0,0,84.1830954,0,0,49.91907514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shiatsu Kush,hybrid,46,4.3,0,34.32432432,0,51.04895105,0,0,53.7254902,0,0,67.83216783,0,67.2972973,0,0,6.293706294,0,0,69.01960784,0,0,51.04895105,0,0,100,100,0,0,35.94594595,0,54.90196078,100,30.27027027,52.54901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mango Dream,sativa,36,4,61.53846154,80,9.615384615,0,0,0,0,0,64.70588235,100,0,68,0,100,61.76470588,0,0,57.69230769,0,87,8.823529412,0,0,100,0,0,0,0,74,11.53846154,26.47058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sour Urkle,hybrid,47,4.6,50.52631579,100,78.94736842,56.04395604,0,0,0,0,0,100,0,82.92682927,0,69.26829268,60.43956044,0,0,100,0,0,4.395604396,0,25.26315789,50.52631579,94.63414634,0,0,0,0,0,21.97802198,46.34146341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chernobyl,hybrid,563,4.4,74.39492231,77.43975537,57.04154092,6.629336818,59.90632015,0,0,0,0,100,0,100,0,89.44447456,24.07629087,0,0,100,0,0,7.322584559,0,0,79.43458623,97.78443076,0,0,0,0,0,30.7776857,0,55.90577623,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Golden State Banana,indica,12,4.9,17.64705882,100,0,45.45454545,0,0,23.52941176,0,18.18181818,81.81818182,0,40,0,36,0,0,0,0,0,0,18.18181818,94.11764706,0,100,94,0,0,34,0,52.94117647,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sourlope,sativa,27,4.6,3.205128205,0,97.43589744,75,99.38650307,0,0,0,0,75,0,100,95.51282051,98.77300613,25,98.77300613,0,4.487179487,0,96.3190184,100,0,0,100,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OG Eddy Lepp,indica,3,4,0,0,0,100,0,0,0,50,0,50,0,100,0,50,100,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heisenberg Kush,sativa,31,4.5,35.45454545,0,97.27272727,31.25,97.43589744,0,0,0,0,100,0,100,63.63636364,0,31.25,95.72649573,0,37.27272727,0,0,0.892857143,0,0,100,67.52136752,0,0,0,0,0,0.892857143,37.60683761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Sour Skunk,hybrid,41,4.5,95.89041096,87.20930233,91.78082192,28.57142857,0,0,0,0,0,100,0,100,0,89.53488372,57.14285714,0,0,98.63013699,87.20930233,0,14.28571429,0,0,100,0,0,0,0,0,8.219178082,100,86.04651163,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonoma Coma,sativa,22,4.4,0,100,100,0.793650794,0,95.8677686,0,0,0.793650794,100,0,0,95.8677686,24.84076433,0,79.61783439,0,0,0,0,1.587301587,97.52066116,96.69421488,0,24.20382166,0,0,0,0,0,95.23809524,96.17834395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grape Stomper,hybrid,287,4.3,92.26176808,54.05078597,0,0,0,0,0,0,19.21728541,69.39626541,0,100,0,81.18012686,13.17440402,63.14569677,0,90.52812859,0,0,35.86980589,50.32146958,0,100,63.43526592,0,0,0,0,36.95752009,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lowryder,hybrid,22,4.4,100,0,0,4.411764706,94.02985075,0,2.004454343,0,0,100,95.52238806,37.56218905,0,100,0,0,0,2.672605791,0,0,2.205882353,4.677060134,0,17.81737194,39.80099502,0,0,0,0,0,2.205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gorilla Grips,indica,5,4.3,100,0,0,31.25,0,0,0,0,31.25,100,0,100,76.19047619,77.77777778,0,0,76.19047619,100,0,0,31.25,100,0,0,100,0,0,77.77777778,0,0,62.5,59.25925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Purple Voodoo,hybrid,65,4.4,20.4379562,100,34.16058394,31.62162162,59.70225873,0,0,0,0,100,0,53.59342916,0,0,93.24324324,0,0,48.75912409,57.39219713,0,4.054054054,0,0,47.29927007,90.8110883,0,0,0,0,0,99.32432432,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Honey Boo Boo,indica,29,4.6,100,100,0,0,0,0,0,0,6.040268456,71.1409396,0,100,0,90.86757991,100,0,0,98.69942197,0,0,53.02013423,92.99132948,92.34104046,99.34971098,98.3692107,0,0,85.71428571,0,0,12.08053691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Green Poison,indica,101,4.3,75.98994641,48.20999896,0,0,39.18588874,0,0,0,59.19981023,100,0,53.11345371,80.01612368,0,13.23634063,0,100,52.39246929,0,0,21.04056298,53.81514677,0,0,100,0,0,47.58375952,0,0,32.99596742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kush Rise,hybrid,1,3.5,100,50,100,100,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,0,100,0,0,100,0,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Barrel OG,hybrid,4,4.2,100,50,0,50,50,0,0,0,50,100,0,0,0,0,50,0,100,50,0,0,50,0,0,100,100,0,50,25,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Island Maui Haze,sativa,11,4.5,93.75,8.974358974,0,50,0,0,0,5.128205128,0,100,0,98.71794872,0,0,100,0,93.75,95,0,93.58974359,0,0,92.5,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Predator Pink,hybrid,23,4.6,72,69.04761905,0,26.66666667,59.52380952,0,0,0,0,100,0,59.52380952,0,0,6.666666667,0,44,80,0,0,40,0,0,100,100,0,0,0,0,76,6.666666667,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Swiss Gold,sativa,15,4.6,18.18181818,0,97.72727273,2.380952381,100,0,0,0,0,100,0,15.90909091,97.72727273,6.818181818,2.380952381,6.818181818,0,0,0,0,97.61904762,0,100,0,22.72727273,93.18181818,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tahoe Hydro Champagne,hybrid,3,3.7,0,0,0,0,0,0,0,87.5,0,100,0,100,0,87.5,0,0,75,100,0,0,0,0,0,100,87.5,0,12.5,0,75,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Blackberry Haze,sativa,21,4.5,93.33333333,0,0,33.33333333,0,0,0,0,0,100,0,100,88.88888889,85,16.66666667,16.66666667,0,100,0,0,0,0,0,97.77777778,95,0,0,0,16.66666667,86.66666667,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bianca,hybrid,6,4.3,0,67.85714286,0,0,0,0,50,0,0,100,0,39.28571429,0,0,0,0,0,100,0,0,0,87.5,0,87.5,100,0,0,50,39.28571429,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OG Chem,hybrid,112,4.4,86.91840863,85.11904762,84.49089683,22.27848101,80.33588435,0,28.45583277,0,0,80.50632911,0,100,0,0,100,71.40731293,0,97.5724882,0,0,100,0,0,100,0,0,0,0,0,0,65.69620253,72.93792517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cookies and Dream,hybrid,34,4.5,86.18481244,90.53009387,0,0,0,0,0,0,0,100,0,91.24792932,45.98963099,89.50855881,61.11389865,100,0,85.05641964,0,0,0,0,0,100,0,0,0,0,0,63.83043611,100,78.02319161,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
White Smurf,hybrid,11,4.4,100,0,33.33333333,0,60,0,0,0,0,0,0,60,0,80,0,0,0,33.33333333,60,100,0,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Waipi'o Hapa,sativa,7,4.5,100,0,33.33333333,50,71.42857143,0,0,0,0,100,0,71.42857143,0,85.71428571,0,100,0,33.33333333,0,0,0,0,0,100,0,0,0,0,0,0,50,57.14285714,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramelicious,hybrid,51,4.2,100,100,0,7.865168539,0,0,11.61137441,0,7.865168539,100,0,88.17204301,0,57.94504182,0,66.42771804,0,53.31753555,0,0,10.48689139,0,0,71.56398104,78.97252091,0,0,0,0,0,23.59550562,0,40.04739336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Allen Iverson OG,indica,1,5,0,100,50,0,0,0,0,0,0,0,0,100,0,100,0,0,100,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowcap,hybrid,371,4.1,93.70804415,0,67.51621345,6.362507759,0,0,0,0,76.13283675,32.30912477,0,88.03159174,0,0,0,0,0,99.27181704,51.30185732,0,13.68715084,0,84.16202071,100,100,0,0,0,49.49661517,0,100,63.93855233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tigermelon,indica,7,3,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,100,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Jamaican,sativa,41,4.4,0,0,0,1.254880089,52.59992239,100,0,0,0,100,0,78.9386884,0,100,19.38092582,0,85.5017169,99.23693247,0,59.77881257,7.529280535,0,0,92.36932469,0,0,0,0,0,90.65242274,94.98047964,89.57120683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Honey Rock,hybrid,2,4,0,0,55.55555556,0,0,0,0,0,0,100,0,0,88.88888889,61.53846154,30.76923077,0,0,88.88888889,69.23076923,0,38.46153846,0,100,100,100,0,0,69.23076923,0,0,0,61.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Caramel Cookie,indica,4,5,100,100,0,0,0,0,0,0,0,100,16.66666667,0,100,0,0,0,0,33.33333333,0,83.33333333,0,0,0,33.33333333,100,0,0,16.66666667,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hellfire OG,hybrid,61,4.5,0,81.52274838,0,0.577200577,0,0,82.44552058,0,0,100,0,78.18012999,0,0,1.154401154,0,0,86.31961259,0,0,22.7994228,86.31961259,0,100,100,0,0,73.72330548,65.45961003,75.54479419,84.84848485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Golden Panda,hybrid,18,4.6,0,0,100,7.142857143,0,0,0,0,0,100,21.42857143,27.67857143,0,100,3.571428571,0,22.22222222,0,0,0,0,22.22222222,0,24.07407407,27.67857143,0,0,0,0,22.22222222,82.14285714,24.10714286,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wappa,hybrid,98,4.4,88.71204913,0,0,36.8003099,0,0,0,0,0,81.05752469,0,94.56930305,0,80.79483164,25.37284525,0,0,90.96098953,51.70712608,0,3.776873911,50.28111755,0,100,100,0,0,0,0,51.44883661,100,60.09005482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBD Shark,indica,74,4.5,82.46753247,0,0,7.960199005,38.40749415,0,0,0,0,100,0,0,0,0,7.960199005,0,0,67.53246753,0,38.40749415,8.457711443,62.33766234,0,100,100,0,0,45.66744731,0,88.31168831,25.87064677,39.57845433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Skellington,sativa,82,4.6,43.93770857,99.69005354,80.42269188,1.154653604,0,0,0,78.97999436,0,100,0,100,0,0,87.71868439,86.72865596,0,95.10567297,0,87.6303184,3.079076277,0,29.25472747,100,0,0,0,0,0,0,13.05108467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mazar Kush,indica,53,4.3,100,28.00808898,0,0,0,0,0,0,1.319648094,66.42228739,0,30.43478261,48.02631579,0,1.319648094,0,0,94.73684211,0,0,0.879765396,50.65789474,0,51.31578947,100,0,0,51.06167846,27.70475228,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patti Cake,hybrid,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,100,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Purple Dog Shit,hybrid,16,4.7,0,54.46428571,16.39344262,0,0,0,0,0,0,24.59016393,0,100,0,47.76785714,75.40983607,0,0,24.59016393,0,0,8.196721311,0,83.60655738,32.78688525,75,0,0,0,0,100,100,29.46428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True OG,indica,322,4.5,75.404404,60.54863976,0,0,0,0,0,0,37.76445895,100,0,71.42970318,0,50.23610523,12.06558148,0,36.83603862,63.37060738,0,0,14.77007473,44.67497695,0,100,100,0,0,69.07386289,0,0,79.5553189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Agent Tangie,hybrid,14,4.6,0,92.85714286,92,0,0,0,0,0,0,34.48275862,0,100,0,66.07142857,6.896551724,0,84,100,0,0,0,0,84,100,85.71428571,0,0,0,0,0,100,62.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Bilbo,hybrid,53,4.3,98.21882952,85.83815029,0,100,83.45375723,96.18320611,0,0,0,24.75728155,82.15317919,0,96.69211196,0,100,83.67052023,0,0,0,0,11.65048544,100,96.69211196,0,100,0,0,0,0,0,18.93203883,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Jane,sativa,8,4.5,0,0,100,0,50,0,0,25,100,100,25,100,0,0,0,0,33.33333333,33.33333333,0,0,0,0,0,100,0,0,0,25,0,33.33333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pink Starburst,hybrid,20,4.3,0,0,0,100,0,0,0,0,19.52380952,31.9047619,0,68.82591093,64.35643564,100,0,39.47368421,0,86.46864686,50,0,100,81.51815182,69.30693069,100,63.56275304,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Marley's Collie,hybrid,8,4.5,0,0,0,100,91.54929577,0,0,0,0,100,0,95.77464789,0,0,100,0,0,50,0,0,100,50,0,100,100,0,0,0,87.32394366,50,0,91.54929577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Gatekeeper OG,hybrid,3,5,0,100,100,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Blueberry Waltz,indica,6,4.9,0,14.28571429,0,0,0,0,0,0,0,0,0,9.523809524,0,100,0,0,0,100,0,14.28571429,0,0,0,100,90.47619048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Shiskaquine,hybrid,10,4.6,100,0,0,0,57.37704918,0,0,0,0,100,32.78688525,47.54098361,0,62.29508197,0,0,61.53846154,0,0,0,0,38.46153846,17.30769231,61.53846154,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bedford Glue,hybrid,5,5,100,83.33333333,0,100,0,0,0,0,0,100,0,100,100,83.33333333,0,0,0,0,83.33333333,0,0,0,100,0,83.33333333,0,0,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fred Flipn’ Stoned,indica,1,5,0,50,50,0,0,0,0,50,0,100,0,100,0,0,0,0,50,50,0,0,100,0,50,100,100,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Berry OG,hybrid,47,4.3,14.66498104,100,92.03539823,50.84635417,0,0,0,0,0.29296875,100,0,59.12450256,0,47.72598067,9.537760417,0,20.22756005,0,0,0,0,0,0,100,89.68163729,0,81.9216182,0,0,0,6.380208333,75.72484366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Purple Tonic,indica,4,3.2,50,75,0,0,0,0,0,0,0,100,0,100,0,50,0,0,0,50,0,0,0,50,0,100,50,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Very Berry Haze,sativa,44,4.1,49.33333333,0,100,1.612903226,61.9047619,0,44,0,0,100,0,100,0,50.79365079,2.419354839,69.84126984,0,25.33333333,0,0,1.612903226,0,0,33.33333333,53.17460317,0,0,0,0,0,1.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Joliet Jake,indica,17,4.8,73.17073171,20.40816327,0,0,0,0,0,0,0,66.66666667,0,61.2244898,68.29268293,0,0,0,0,100,0,0,66.66666667,0,95.12195122,73.17073171,100,0,0,61.2244898,16.32653061,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark Blue Dream,hybrid,36,4.5,100,78.30961621,0,24.1676942,0,0,0,0,21.5782984,100,0,100,0,92.66925399,64.98150432,0,28.962818,56.80039139,0,73.86804657,0,0,47.30919765,55.77299413,78.39586028,0,0,0,0,0,53.76078915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Tangerine Dream,hybrid,637,4.4,100,76.99097036,45.28166906,32.86133356,0,0,0,0,9.560041645,100,0,100,0,63.56404148,50.84239682,90.3931207,0,69.10240343,0,0,0,0,40.67724374,89.72667725,81.34742711,0,0,0,0,0,86.7157983,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
